userID,localID,startDate,endDate,duration,sleepData
145,6,2016-05-09T15:13:42.000Z,2016-05-09T22:15:30.000Z,421,43f01605095cff0000000000000000;43f01605095dff6a111a0101010101;43f01605095eff0101010101010100;43f01605095fff0101010d01010100;43f016051000ff0101010101010100;43f016051001ff01110f02010b0d00;43f016051002ff01010f0101010100;43f016051003ff0114010109150100;43f016051004ff0101102c01010100;43f016051005ff0101010101010106;43f016051006ff0101010101010100;43f016051007ff0b010a0e0b010100;43f016051008ff0101010101010100;43f016051009ff0101010101012901;43f01605100aff0101010101010100;43f01605100bff010101010e0f0100;43f01605100cff0101010101010100;43f01605100dff0101120e01016411;43f01605100eff39010d08012e2500;43f01605100fff01010101010d0100;43f016051010ff01010801010b0100;43f016051011ff0128010101010a10;43f016051012ff010101010d010e00;43f016051013ff0101010101010100;43f016051014ff01070101011c0100;43f016051015ff0108623001010101;43f016051016ff0101010101010300;43f016051017ff0101010101010100;43f016051018ff0101030101010100;
145,7,2016-05-10T15:02:26.000Z,2016-05-10T22:15:25.000Z,432,43f01605105cff2b79de1401010100;43f01605105dff0101010101010101;43f01605105eff0101030108010100;43f01605105fff0101010109070100;43f016051100ff0101010101010100;43f016051101ff0d01010a01010100;43f016051102ff0101050101050100;43f016051103ff0101010101010600;43f016051104ff0101010101010100;43f016051105ff0101010101010129;43f016051106ff01010a0101010100;43f016051107ff0101010101010800;43f016051108ff0101010501010100;43f016051109ff0101010201140101;43f01605110aff0101010101010100;43f01605110bff0101010101010100;43f01605110cff0101010101060100;43f01605110dff0101010101010101;43f01605110eff0101010101010100;43f01605110fff0101010101010100;43f016051110ff01010101010d0100;43f016051111ff0108010101030101;43f016051112ff01010e0101010100;43f016051113ff0105010101011400;43f016051114ff0101010102010c00;43f016051115ff0101010101010113;43f016051116ff01010d0101010100;43f016051117ff010107010e010100;43f016051118ff0a01010101010700;
145,8,2016-05-11T15:31:54.000Z,2016-05-11T22:15:19.000Z,403,43f01605115eff6c93012328356500;43f01605115fff08bb2c81702f1200;43f016051200ff0101010101010100;43f016051201ff0101010101011800;43f016051202ff7123010101600100;43f016051203ff01011c0101150100;43f016051204ff0101010101010100;43f016051205ff0101010101010101;43f016051206ff0101010101010700;43f016051207ff1601010101010100;43f016051208ff0101010101010100;43f016051209ff0101010101010101;43f01605120aff0101010101010100;43f01605120bff0101010101010100;43f01605120cff0101010d01010800;43f01605120dff010b010101010101;43f01605120eff01050113011b0100;43f01605120fff0101010101010100;43f016051210ff0101010101010100;43f016051211ff0101010101010101;43f016051212ff0101011101140e00;43f016051213ff01010101010c0100;43f016051214ff0101011401010100;43f016051215ff0101010201010101;43f016051216ff010101011a010100;43f016051217ff0101010f01010100;43f016051218ff2201010101010a00;
145,9,2016-05-13T15:39:02.000Z,2016-05-14T00:20:06.000Z,521,43f01605135eff00000004150a0a00;43f01605135fff0101010101010100;43f016051400ff01010a0101010100;43f016051401ff0145080401a27400;43f016051402ff1601010101010100;43f016051403ff0106011a012a0100;43f016051404ff0501010101010100;43f016051405ff0101010301010101;43f016051406ff0401010101010100;43f016051407ff0101010101010100;43f016051408ff0101010701010100;43f016051409ff0101010106010107;43f01605140aff0101030101010600;43f01605140bff0101180101010100;43f01605140cff0101010101010100;43f01605140dff0a01010101010101;43f01605140eff0101011415010100;43f01605140fff0101010101010100;43f016051410ff0101010105080800;43f016051411ff3405280101010101;43f016051412ff0101010101010100;43f016051413ff0101010101010100;43f016051414ff0101010101010a00;43f016051415ff0101010101010101;43f016051416ff0101010101010100;43f016051417ff010d380101010100;43f016051418ff0101010101010100;43f016051419ff0301010101010101;43f01605141aff0101010101010100;43f01605141bff0101010a16011b00;43f01605141cff0101010101010100;43f01605141dff010101010e010101;43f01605141eff01010109010a0100;43f01605141fff01010d0101010100;43f016051420ff0101010101010100;
145,10,2016-05-14T14:40:51.000Z,2016-05-14T23:34:49.000Z,533,43f01605145aff0000000048431500;43f01605145bff5201010101010100;43f01605145cff0101010101010101;43f01605145dff063bb20b28010101;43f01605145eff1210011c01010100;43f01605145fff0101010101010100;43f016051500ff01010b0101010100;43f016051501ff0101010101010100;43f016051502ff0101010101010100;43f016051503ff0101010101010100;43f016051504ff010101010b0e0100;43f016051505ff2314010101010101;43f016051506ff010b010401010100;43f016051507ff0101010101010100;43f016051508ff011626015e010100;43f016051509ff0f08200101010101;43f01605150aff0101240101010100;43f01605150bff01010401010a0100;43f01605150cff0101010501010100;43f01605150dff0101010101010101;43f01605150eff0101010101010100;43f01605150fff0101010101010100;43f016051510ff01010101011d0100;43f016051511ff0101010b01010101;43f016051512ff0201011b01010100;43f016051513ff0101010101010100;43f016051514ff0101010101011000;43f016051515ff090101010101010c;43f016051516ff0101010111010100;43f016051517ff01014c0101010100;43f016051518ff0101010101010100;43f016051519ff0101010101010101;43f01605151aff0101070b01010100;43f01605151bff0101010101010100;43f01605151cff0101010101010100;43f01605151dff0101010101010101;
145,11,2016-05-15T16:02:27.000Z,2016-05-15T23:31:54.000Z,449,43f016051600ffdc7d261302010100;43f016051601ff0101010101010100;43f016051602ff0101010101090100;43f016051603ff010a080102120100;43f016051604ff0101010101010100;43f016051605ff01010a03010d0101;43f016051606ff0101010601010200;43f016051607ff0102010101010100;43f016051608ff0101017201010100;43f016051609ff0101010101010101;43f01605160aff0101010101010100;43f01605160bff0101010101010b00;43f01605160cff0101010120010100;43f01605160dff0c19010101010101;43f01605160eff1001010101010100;43f01605160fff0101010101010100;43f016051610ff0101010101010100;43f016051611ff083d012101040201;43f016051612ff0101011d01010100;43f016051613ff012b010101120100;43f016051614ff0101010101010100;43f016051615ff01011a0101011601;43f016051616ff0115011501010100;43f016051617ff1801010101010100;43f016051618ff010101202b012400;43f016051619ff0101010101010101;43f01605161aff0120010701010100;43f01605161bff0101010101892100;43f01605161cff011a010101010100;43f01605161dff0101010101010108;
145,12,2016-05-16T14:39:31.000Z,2016-05-16T22:15:21.000Z,455,43f01605165aff0000000030310500;43f01605165bff0175010101010100;43f01605165cff0101010101010100;43f01605165dff0101010101010101;43f01605165eff0101010101012600;43f01605165fff01122603010f0100;43f016051700ff0101040101010100;43f016051701ff0101010101010100;43f016051702ff0101010101010100;43f016051703ff0101010101010100;43f016051704ff0101010101012800;43f016051705ff0101010101010101;43f016051706ff0101010101010f00;43f016051707ff0101011901010100;43f016051708ff1513100913010100;43f016051709ff0601011d01010109;43f01605170aff0101010101010100;43f01605170bff0101010101010100;43f01605170cff0101010101010100;43f01605170dff0101010101010901;43f01605170eff1501010101010100;43f01605170fff1506040101010100;43f016051710ff0101010101300100;43f016051711ff090101010104011a;43f016051712ff010107010a070100;43f016051713ff0101010101010100;43f016051714ff1901010101010100;43f016051715ff0601060e01310101;43f016051716ff01010f0101010100;43f016051717ff1b0b300101010100;43f016051718ff01010101010d0100;
145,13,2016-05-17T15:28:55.000Z,2016-05-17T22:15:24.000Z,406,43f01605175dff0000000000000001;43f01605175eff29140a0c11070100;43f01605175fff0101010101010100;43f016051800ff5320010101010100;43f016051801ff0201010120010700;43f016051802ff0101010101010100;43f016051803ff0e03110713100800;43f016051804ff0112010101010100;43f016051805ff1401010101010101;43f016051806ff0101010101010100;43f016051807ff0101010101010100;43f016051808ff0101010101010100;43f016051809ff0d01010101010101;43f01605180aff0101010101010600;43f01605180bff0105011201010100;43f01605180cff01010a0101010100;43f01605180dff010101011c01010d;43f01605180eff1801010101010100;43f01605180fff0101010103010100;43f016051810ff0101010101010100;43f016051811ff0101010801310101;43f016051812ff0101010101010100;43f016051813ff01010101011d0100;43f016051814ff1201010101010100;43f016051815ff010101010f011601;43f016051816ff3a01010101010100;43f016051817ff01010101140a2500;43f016051818ff01010101010c0100;
145,14,2016-05-19T15:41:13.000Z,2016-05-19T22:15:21.000Z,394,43f01605195eff0000000000d09a00;43f01605195fff4b06060101010100;43f016052000ff010a010101010100;43f016052001ff0101010101010100;43f016052002ff01010101011a0100;43f016052003ff22020f0101023100;43f016052004ff0a01010b01010100;43f016052005ff0101010101150101;43f016052006ff0101010101010100;43f016052007ff0101010101010100;43f016052008ff0101010101011900;43f016052009ff0101010101010101;43f01605200aff1506080c01010100;43f01605200bff0101010101010100;43f01605200cff0101010101010100;43f01605200dff0106010101010104;43f01605200eff0101010101010100;43f01605200fff0101010101010100;43f016052010ff0d01010101230100;43f016052011ff0105010a0101010c;43f016052012ff0101010101011600;43f016052013ff0101010101120100;43f016052014ff0101010101010100;43f016052015ff0a01011103010101;43f016052016ff0101010d010a0100;43f016052017ff0e45010101010100;43f016052018ff0101010101150100;
145,15,2016-05-22T14:55:41.000Z,2016-05-22T22:15:20.000Z,439,43f01605225bff00000000003d5f00;43f01605225cff428e0d0b01090100;43f01605225dff0401010c23010800;43f01605225eff0101010101010100;43f01605225fff1ef9160101011600;43f016052300ff0101011401010100;43f016052301ff0101010101010100;43f016052302ff010b010102010b00;43f016052303ff0101010101010100;43f016052304ff0101010101011d00;43f016052305ff0101010101010102;43f016052306ff0101010101010100;43f016052307ff0101010101260e00;43f016052308ff0101010101010100;43f016052309ff0101010114090901;43f01605230aff0106010101010100;43f01605230bff0101010101010100;43f01605230cff0101010115220100;43f01605230dff0501010101010101;43f01605230eff0101010101010100;43f01605230fff0101010109010100;43f016052310ff010101011c190100;43f016052311ff010101010116010c;43f016052312ff0101011001010100;43f016052313ff010101011d011600;43f016052314ff0101010101012b00;43f016052315ff0101010101010101;43f016052316ff0101010f01010100;43f016052317ff0101010101010100;43f016052318ff0101080101010f00;
145,16,2016-05-23T15:13:35.000Z,2016-05-23T22:15:29.000Z,421,43f01605235cff0000000000000000;43f01605235dff5701010101010101;43f01605235eff0101010101010100;43f01605235fff011c010101010100;43f016052400ff010101010e010a00;43f016052401ff0e01010101171300;43f016052402ff0b01080101010100;43f016052403ff0101070101010500;43f016052404ff0101010101010100;43f016052405ff0101010308100a01;43f016052406ff0101010101010100;43f016052407ff0101010101010100;43f016052408ff2b01010101010100;43f016052409ff010101010d010a0f;43f01605240aff0101090101010100;43f01605240bff0101010101010100;43f01605240cff0101010101010100;43f01605240dff0101010101010101;43f01605240eff0110010101010100;43f01605240fff0101010101010400;43f016052410ff1e01010101011200;43f016052411ff0101120101010121;43f016052412ff0101012c01010100;43f016052413ff01011a0101010100;43f016052414ff0101010101010100;43f016052415ff0101010101010101;43f016052416ff0127010101010100;43f016052417ff0101010101010100;43f016052418ff061d01012b010100;
145,17,2016-05-24T15:20:08.000Z,2016-05-24T22:15:27.000Z,415,43f01605245dff00003a0101010101;43f01605245eff0101010201010100;43f01605245fff0101010101010100;43f016052500ff0101010101010100;43f016052501ff0101010101010100;43f016052502ff0101010502010100;43f016052503ff0101010401010100;43f016052504ff0101010101010100;43f016052505ff010101010101010b;43f016052506ff0901010101010100;43f016052507ff0101010101010100;43f016052508ff0101010101010100;43f016052509ff0101010f01010501;43f01605250aff0e01010101010100;43f01605250bff0101010101010100;43f01605250cff0101010101010100;43f01605250dff0301010101050101;43f01605250eff0304010123010100;43f01605250fff0101010101010100;43f016052510ff0101080101010100;43f016052511ff0101090101010101;43f016052512ff0101010101010800;43f016052513ff0101010101010100;43f016052514ff0101011101020100;43f016052515ff0101010101010f01;43f016052516ff0101250101010100;43f016052517ff0301010101010100;43f016052518ff0101010101010100;
145,18,2016-05-25T15:31:32.000Z,2016-05-25T22:15:35.000Z,404,43f01605255effcea9060107010100;43f01605255fff0101010101010100;43f016052600ff0101010101010100;43f016052601ff040a120113022000;43f016052602ff191f010101010100;43f016052603ff0101181801010100;43f016052604ff0102010101010100;43f016052605ff0101010101010101;43f016052606ff0101011401011400;43f016052607ff0101010101010100;43f016052608ff0101010101010100;43f016052609ff06011a010b010104;43f01605260aff0101010101010100;43f01605260bff011c013501010100;43f01605260cff01180119011c0100;43f01605260dff0101010101010101;43f01605260eff0101010101280100;43f01605260fff0101010101010100;43f016052610ff0101010101010100;43f016052611ff010101011a011001;43f016052612ff0101010901010100;43f016052613ff0101180101010100;43f016052614ff0101020301010f00;43f016052615ff0107010101011501;43f016052616ff0101020201010100;43f016052617ff4d014a0101019100;43f016052618ff0101010101010100;
145,19,2016-05-26T15:40:07.000Z,2016-05-26T22:15:32.000Z,395,43f01605265eff000000002b269500;43f01605265fff2b01080104010100;43f016052700ff0101010101010100;43f016052701ff0108010106010100;43f016052702ff0101010101030100;43f016052703ff04066b0d05010100;43f016052704ff0101010101010100;43f016052705ff0101010101010101;43f016052706ff0101010101010100;43f016052707ff0101010101010100;43f016052708ff0101010101010100;43f016052709ff010101010f010101;43f01605270aff0101010101010100;43f01605270bff0106011001010100;43f01605270cff0101182b01030100;43f01605270dff01010101010c2701;43f01605270eff3d010f0101012a00;43f01605270fff2601010101010100;43f016052710ff0101010105010100;43f016052711ff0101010101010167;43f016052712ff0101010101010100;43f016052713ff0101010101010100;43f016052714ff01012a0101130100;43f016052715ff0101010101010101;43f016052716ff0a01010101010100;43f016052717ff0101010101010100;43f016052718ff01011701010a1400;
145,20,2016-05-27T16:43:34.000Z,2016-05-28T00:45:36.000Z,482,43f016052802ff0000000000000100;43f016052803ff0a01010101010100;43f016052804ff0101010101010100;43f016052805ff010f010101010100;43f016052806ff0113010101010100;43f016052807ff0101010101010500;43f016052808ff0101010101010100;43f016052809ff0101010101010101;43f01605280aff010a010101110100;43f01605280bff0101010101010100;43f01605280cff2401010101010100;43f01605280dff0105030101010101;43f01605280eff0c01010701010100;43f01605280fff0101090101080100;43f016052810ff0101180101010100;43f016052811ff0101010101010101;43f016052812ff09092f0101010100;43f016052813ff0101010101010100;43f016052814ff01010101012d0100;43f016052815ff0101010101010101;43f016052816ff0101010101010100;43f016052817ff0501010101010100;43f016052818ff0101010101010100;43f016052819ff0101010101010101;43f01605281aff0a01010101010100;43f01605281bff0101010e1f010100;43f01605281cff1d01010101010100;43f01605281dff010801010d016f01;43f01605281eff0101010101012000;43f01605281fff1001011e01010100;43f016052820ff110101010e010100;43f016052821ff080b010101010114;43f016052822ff0101011f06040100;
145,21,2016-05-28T16:02:37.000Z,2016-05-29T00:18:57.000Z,496,43f016052900ff0036160101010100;43f016052901ff0101010101010100;43f016052902ff0101010101010100;43f016052903ff0101010101010e00;43f016052904ff2401240109010100;43f016052905ff0101010105010101;43f016052906ff0101010101010100;43f016052907ff0101010101010100;43f016052908ff0101010101010100;43f016052909ff010110010a010101;43f01605290aff0101010101090e00;43f01605290bff0101010101010100;43f01605290cff0101010101010100;43f01605290dff0101010c01010101;43f01605290eff0101010101010100;43f01605290fff01010109071a0b00;43f016052910ff0101010101010100;43f016052911ff0101010101010101;43f016052912ff2401010101010100;43f016052913ff0101010101010100;43f016052914ff01010a0101160100;43f016052915ff0107010101010101;43f016052916ff0101010101010100;43f016052917ff0101010101010100;43f016052918ff0101011901012d00;43f016052919ff0101010101010101;43f01605291aff0101010101010100;43f01605291bff1901010115010100;43f01605291cff1a12010101010d00;43f01605291dff0501010101010101;43f01605291eff0118013d01010100;43f01605291fff0101010101010200;43f016052920ff010101010a010100;
145,22,2016-05-29T15:31:55.000Z,2016-05-29T22:15:32.000Z,403,43f01605295eff3c680a5c01011800;43f01605295fff3d650b0103070200;43f016053000ff011a4e29d7420300;43f016053001ff4201320f01020d00;43f016053002ff0101010111010100;43f016053003ff4b19011d08340100;43f016053004ff0101010301010100;43f016053005ff0101010101010101;43f016053006ff01011e0101010100;43f016053007ff0101010101012900;43f016053008ff010101010101c800;43f016053009ff2d01431314010101;43f01605300aff0101010101010100;43f01605300bff0101010101010100;43f01605300cff0101010101010100;43f01605300dff0101010101132d01;43f01605300eff1801010101010100;43f01605300fff0101010101010100;43f016053010ff01010108010c0100;43f016053011ff010101010101010e;43f016053012ff0101010101011c00;43f016053013ff320101011f010100;43f016053014ff0101012d06010e00;43f016053015ff0101010101010101;43f016053016ff0101010101010100;43f016053017ff010101011d010100;43f016053018ff0101010a01010100;
145,23,2016-05-30T15:01:03.000Z,2016-05-30T22:16:53.000Z,435,43f01605305cffc744430756660300;43f01605305dff0101010101010101;43f01605305eff0101010101010100;43f01605305fff01010101010b2f00;43f016053100ff010101010f111000;43f016053101ff090c010301010100;43f016053102ff0101010117010100;43f016053103ff0101010101010100;43f016053104ff0101010101010100;43f016053105ff0101010101010101;43f016053106ff0115010101010100;43f016053107ff0101010128010100;43f016053108ff0101010101010100;43f016053109ff0102010101010101;43f01605310aff0101010101010100;43f01605310bff0101010101010100;43f01605310cff0101011901010100;43f01605310dff010101010f010101;43f01605310eff0101011501010100;43f01605310fff0101010134010800;43f016053110ff0101010101010100;43f016053111ff1501010101010101;43f016053112ff0101010101010100;43f016053113ff0101010101010100;43f016053114ff01010101011d0100;43f016053115ff0101130a01160101;43f016053116ff2101010101010100;43f016053117ff0101010101010100;43f016053118ff01010f0101020100;
145,24,2016-05-31T15:06:50.000Z,2016-05-31T22:15:20.000Z,428,43f01605315cff0000002cf50b0725;43f01605315dff0601010101010101;43f01605315eff0101010101010100;43f01605315fff0101032601010100;43f016060100ff0109010101010100;43f016060101ff0101019001010100;43f016060102ff0101010101010100;43f016060103ff0101011304010100;43f016060104ff0101010101080100;43f016060105ff0101010101010101;43f016060106ff0105010113010100;43f016060107ff0101010101010100;43f016060108ff0101010101011900;43f016060109ff0101010101010c01;43f01606010aff0101080101010100;43f01606010bff0101010101010600;43f01606010cff0101010101010100;43f01606010dff0101010110010101;43f01606010eff0101010101010100;43f01606010fff0101010f01130100;43f016060110ff0101010b35010100;43f016060111ff0101090d011b010c;43f016060112ff0101030101010100;43f016060113ff0101010401390100;43f016060114ff010101010b010200;43f016060115ff0101010106010101;43f016060116ff0102010101010100;43f016060117ff0101010101010100;43f016060118ff0101010101011600;
145,25,2016-06-01T15:11:59.000Z,2016-06-01T22:15:29.000Z,423,43f01606015cff000000000067c200;43f01606015dff52160d01090f0101;43f01606015eff0101010101010100;43f01606015fff0101010101010100;43f016060200ff0518160e011e2a00;43f016060201ff04010101043f0c00;43f016060202ff0801015e01010100;43f016060203ff01014d0101010100;43f016060204ff10010101800a0900;43f016060205ff0101010101010101;43f016060206ff0101010101010100;43f016060207ff0101010101010100;43f016060208ff0106010101010100;43f016060209ff0101010101010101;43f01606020aff0101010101010100;43f01606020bff01010101010e0100;43f01606020cff0101010101011500;43f01606020dff0101070101010601;43f01606020eff0101011501010100;43f01606020fff0101010101010100;43f016060210ff0101080101010100;43f016060211ff0101011501010b0b;43f016060212ff010c0f0101040100;43f016060213ff0101120101193000;43f016060214ff01013207011c0100;43f016060215ff0101010101010101;43f016060216ff0101010101010100;43f016060217ff0101010101011500;43f016060218ff0727060124010100;
191,1,2016-05-15T15:40:20.000Z,2016-05-15T22:06:43.000Z,386,43f01605155eff0000000017523d00;43f01605155fff69174d5f04589600;43f016051600ff1a375c3206054200;43f016051601ff3422db0108091000;43f016051602ff5f13178302010100;43f016051603ff0101010101010100;43f016051604ff0101010b01010100;43f016051605ff010101010101011c;43f016051606ff0101010101011000;43f016051607ff01010a0101010100;43f016051608ff0101010101010100;43f016051609ff0101010101011601;43f01605160aff0101010101010100;43f01605160bff0101010101010100;43f01605160cff0101010101010100;43f01605160dff0101010101011a01;43f01605160eff0101010101044100;43f01605160fff0101010101010100;43f016051610ff1a01010101010100;43f016051611ff0101123601010116;43f016051612ff01031101012c0200;43f016051613ff0401010101010100;43f016051614ff010101011f010100;43f016051615ff0101010101010101;43f016051616ff0101010a01010100;43f016051617ff0101550101110100;
191,2,2016-05-16T12:05:18.000Z,2016-05-16T22:06:14.000Z,600,43f016051650ff289009ce26010400;43f016051651ff010101022c616101;43f016051652ff1003010101018400;43f016051653ffa603010103120e00;43f016051654ff340c1d50b248e200;43f016051655ff57bc9a6b01093025;43f016051656ff6f64070101019a00;43f016051657ff734d15142a201200;43f016051658ff15419c40214d1000;43f016051659ff011f241301010101;43f01605165aff0101010101010100;43f01605165bff4c15120113660100;43f01605165cff0101010101270100;43f01605165dff0101010101010101;43f01605165eff0108070130010100;43f01605165fff0101010101010100;43f016051700ff0101010101010100;43f016051701ff0101010101b71c00;43f016051702ff0101010601010800;43f016051703ff01012f0198010100;43f016051704ff0101010a01010100;43f016051705ff0101010401040101;43f016051706ff1d01010140230100;43f016051707ff142d7d0101010100;43f016051708ff0101010101010100;43f016051709ff0101010101160101;43f01605170aff0101010101011900;43f01605170bff0101010c01010100;43f01605170cff0131140101010100;43f01605170dff0b01250101010101;43f01605170eff0101010101010100;43f01605170fff01011d3501010100;43f016051710ff0101010101011600;43f016051711ff0101050101010101;43f016051712ff0101010101010100;43f016051713ff0101015001010100;43f016051714ff0109010101050100;43f016051715ff0101010101030101;43f016051716ff0101010101220900;43f016051717ff0e24270101181b00;
191,3,2016-05-17T14:37:18.000Z,2016-05-17T22:04:55.000Z,447,43f01605175aff000000becaa7cd00;43f01605175bff363201334b131a00;43f01605175cff7a7a0f080f010100;43f01605175dff0118772d01010101;43f01605175eff0101010101010100;43f01605175fff0101010101010100;43f016051800ff01013b3101011200;43f016051801ff0e24051b01010100;43f016051802ff0101010131461500;43f016051803ff0bb7010101010100;43f016051804ff0101010101012a00;43f016051805ff0101010101010101;43f016051806ff0101010101010100;43f016051807ff01992a010b010100;43f016051808ff0101010101010100;43f016051809ff0101010101010101;43f01605180aff010f010101010100;43f01605180bff0101010101010100;43f01605180cff0101010101010100;43f01605180dff4b0101410b010101;43f01605180eff0101010101010100;43f01605180fff3612010a03010100;43f016051810ff0101012401110100;43f016051811ff0101011001010101;43f016051812ff010101010b010100;43f016051813ff0101010101010100;43f016051814ff0112010101010100;43f016051815ff0101170101010101;43f016051816ff0101010110030100;43f016051817ff01013c2c1f010100;
191,4,2016-05-18T14:08:41.000Z,2016-05-18T14:47:29.000Z,38,43f016051858ff66740001b6aea800;43f016051859ff02b0824f08052001;43f01605185aff1a022703042f1400;
191,5,2016-05-18T14:49:42.000Z,2016-05-18T15:01:58.000Z,12,43f01605185bff0600311401080e00;
191,7,2016-05-19T14:15:29.000Z,2016-05-19T22:05:25.000Z,469,43f016051959ff268b7d16e7351001;43f01605195aff01766e092ea81901;43f01605195bff0d01010101011200;43f01605195cff0101010101010b00;43f01605195dff0101010101010101;43f01605195eff010101012a010100;43f01605195fff0101011201010e00;43f016052000ff010111011a030100;43f016052001ff0128010101010100;43f016052002ff0101013b29010100;43f016052003ff010113010a491900;43f016052004ff0101010101010200;43f016052005ff0101010101010101;43f016052006ff1902010101010100;43f016052007ff0101010101260100;43f016052008ff0103012001010100;43f016052009ff0106010101010101;43f01605200aff0101010401022a00;43f01605200bff0101010101016200;43f01605200cff0101010101010100;43f01605200dff0142010122010101;43f01605200eff01200101010f0100;43f01605200fff1201011606010100;43f016052010ff011e110101010100;43f016052011ff0101010101010101;43f016052012ff0101010101011b00;43f016052013ff0101010116010100;43f016052014ff010201010a010100;43f016052015ff0101011101010101;43f016052016ff0101010101010100;43f016052017ff0101a14501010100;
191,8,2016-05-20T14:54:53.000Z,2016-05-21T01:14:44.000Z,619,43f01605205bff0000000014b57400;43f01605205cff011901ec8e261300;43f01605205dff2e6f130101010125;43f01605205eff0101010101010100;43f01605205fff0101010101010100;43f016052100ff0101010101010100;43f016052101ff01011eb6134a6800;43f016052102ffba62576a195e0a00;43f016052103ff0c010d010d010100;43f016052104ff010c080101010600;43f016052105ff011b2b0101010136;43f016052106ff010708072b010100;43f016052107ff0101010804010800;43f016052108ff01013a4f01040100;43f016052109ff0101010101010101;43f01605210aff0101010101010a00;43f01605210bff0101010101010100;43f01605210cff0101010101080100;43f01605210dff0801011901010101;43f01605210eff010b010101010100;43f01605210fff1701010701010100;43f016052110ff0101010101010100;43f016052111ff0101010101010106;43f016052112ff01010101010e0100;43f016052113ff0101010101010100;43f016052114ff20010101011f0100;43f016052115ff0101010718010101;43f016052116ff0101010101010100;43f016052117ff0d01010126010100;43f016052118ff0101200101014700;43f016052119ff1834010101010101;43f01605211aff0107271601150800;43f01605211bff0101010115230100;43f01605211cff0102010101010100;43f01605211dff0101010e01010101;43f01605211eff0101011501010100;43f01605211fff0101010101010100;43f016052120ff0101271101010100;43f016052121ff0101010101010101;43f016052122ff3101010101010100;43f016052123ff01010101010e0100;
191,9,2016-05-21T16:13:51.000Z,2016-05-22T01:51:09.000Z,577,43f016052200ff0000000000002000;43f016052201ff32cf3a4d963e2c00;43f016052202ff080c0c8a221eb700;43f016052203ffae27622629933f00;43f016052204ff270101200a010400;43f016052205ff0101010101010137;43f016052206ff0101010101010100;43f016052207ff3f51380105070100;43f016052208ff0103010101322800;43f016052209ff0101191201010101;43f01605220aff0101010101010100;43f01605220bff20041d0101010100;43f01605220cff0101010101010100;43f01605220dff11010a0101010101;43f01605220eff01010112013e0100;43f01605220fff0145011201170100;43f016052210ff0101170101010d00;43f016052211ff01010101013b0132;43f016052212ff0101520101010100;43f016052213ff410801010f010100;43f016052214ff0101010101010100;43f016052215ff0101010101010101;43f016052216ff0115010101010100;43f016052217ff01010d0108010100;43f016052218ff1c12010101010100;43f016052219ff0101010101010101;43f01605221aff0128010101010100;43f01605221bff0101010701010100;43f01605221cff0101010101010100;43f01605221dff0101011e01ea0c01;43f01605221eff2e01010101010100;43f01605221fff0101010101010100;43f016052220ff013b010101010100;43f016052221ff010101010101011e;43f016052222ff1e010c0101010100;43f016052223ff0101010118010100;43f016052224ff0101010101010100;43f016052225ff01010123782f5a01;43f016052226ff0c7d0f0101011000;
191,10,2016-05-22T16:30:30.000Z,2016-05-23T02:32:37.000Z,602,43f016052302ff202516010a215500;43f016052303ff0113010102010100;43f016052304ff0101010101010100;43f016052305ff010101010110064f;43f016052306ff19090f0f01010100;43f016052307ff0101010101010100;43f016052308ff01011a0101010100;43f016052309ff010113010f080101;43f01605230aff011201011d020100;43f01605230bff0110011f1c100d00;43f01605230cff0101010101010100;43f01605230dff0101182a1101141a;43f01605230eff0101010101010100;43f01605230fff0101010101010100;43f016052310ff0101010101130100;43f016052311ff0101010101010101;43f016052312ff01010b0101010100;43f016052313ff0101200101010100;43f016052314ff0101010101130100;43f016052315ff153c010101010101;43f016052316ff0101010101017100;43f016052317ff1c01010101010100;43f016052318ff0101010136013d00;43f016052319ff0101010101010101;43f01605231aff0101010101010100;43f01605231bff0101010101010100;43f01605231cff230101010e010100;43f01605231dff0c02013801550301;43f01605231eff01010d011f011000;43f01605231fff0101010101013600;43f016052320ff0101010101010100;43f016052321ff0701010101010148;43f016052322ff1801010101010100;43f016052323ff0101451501010100;43f016052324ff0105010101010100;43f016052325ff010101010101011f;43f016052326ff0101010101010100;43f016052327ff0101010101010100;43f016052328ff0101010101010100;43f016052329ff0101010101016801;
191,11,2016-05-23T14:30:20.000Z,2016-05-23T22:01:15.000Z,450,43f01605235affc80e201a78c60a00;43f01605235bff56416a32510b0f00;43f01605235cff0b3c149d250d4400;43f01605235dff150d484f5c0f2000;43f01605235eff12442c4b6b254000;43f01605235fff502c1c2f27880e00;43f016052400ff2f21010105010100;43f016052401ff0101010101010100;43f016052402ff0101010101010100;43f016052403ff50b701010b140100;43f016052404ff0101010101010100;43f016052405ff0121092501010601;43f016052406ff0101010f01150100;43f016052407ff0101012601010100;43f016052408ff0101010101010100;43f016052409ff0101010101440101;43f01605240aff0101380101013b00;43f01605240bff1801011201010100;43f01605240cff0101010105090100;43f01605240dff070501013d010101;43f01605240eff0101010115010100;43f01605240fff10011f0101020100;43f016052410ff01011c0101010100;43f016052411ff011d080101551a01;43f016052412ff0101010101010100;43f016052413ff040b010101010100;43f016052414ff0101010116010100;43f016052415ff0101010101010101;43f016052416ff01011a0105010100;43f016052417ff0101460129010100;
