userID,localID,startDate,endDate,duration,sleepData
219,2,2016-05-15T15:27:34.000Z,2016-05-15T23:26:40.000Z,479,43f01605155dff000000000000aa07;43f01605155eff0e010c0101010100;43f01605155fff0101010101016600;43f016051600ff090901011b010100;43f016051601ff341c010101010100;43f016051602ff0101010101010100;43f016051603ff0101010101010100;43f016051604ff0101010101010100;43f016051605ff0108010101100101;43f016051606ff0101010101010100;43f016051607ff0101010101010100;43f016051608ff01010b0d01010100;43f016051609ff011101010d010101;43f01605160aff0101070101010100;43f01605160bff0101010101010100;43f01605160cff0101010901010100;43f01605160dff0101010101010101;43f01605160eff4a0f010101010100;43f01605160fff0101010101010100;43f016051610ff0101070101010100;43f016051611ff0101010101010101;43f016051612ff0101010101010b00;43f016051613ff0601010101010100;43f016051614ff01010701010d0100;43f016051615ff0101010111012001;43f016051616ff011b010101010100;43f016051617ff0101010101090100;43f016051618ff0101010101010100;43f016051619ff0101010101010101;43f01605161affa401010101010100;43f01605161bff0101010101010100;43f01605161cffd4b5a7a171834900;
219,3,2016-05-16T14:27:14.000Z,2016-05-16T23:05:48.000Z,518,43f016051659ff4a1b1e2d2500b127;43f01605165aff0101010101010100;43f01605165bff0101010101010100;43f01605165cff0101010101010100;43f01605165dff0101010101010101;43f01605165eff0101010807010100;43f01605165fff010b013101310100;43f016051700ff0101011d06010100;43f016051701ff195407010f010100;43f016051702ff010101010a010100;43f016051703ff0101010101010100;43f016051704ff0101010104010100;43f016051705ff0101010101010901;43f016051706ff0101010101010100;43f016051707ff0101030c01010100;43f016051708ff0101100101010100;43f016051709ff0301010101010101;43f01605170aff0101010101010100;43f01605170bff0101010101010100;43f01605170cff0101010101010100;43f01605170dff0101010101030101;43f01605170eff0101010101010100;43f01605170fff0101010101010100;43f016051710ff0101010c01060100;43f016051711ff0101010101010101;43f016051712ff0101010101010100;43f016051713ff0101070101010100;43f016051714ff0101010101070100;43f016051715ff0101010101010101;43f016051716ff0101010106010100;43f016051717ff0101010101010100;43f016051718ff01010101010b0100;43f016051719fff1010c0101010101;43f01605171aff6901010101010100;43f01605171bff0c01010101010100;
219,4,2016-05-17T15:42:11.000Z,2016-05-17T23:04:19.000Z,442,43f01605175eff00000000001d0900;43f01605175fff0101010101010100;43f016051800ff0101010101010100;43f016051801ff0101010101010100;43f016051802ff0101010101010100;43f016051803ff0101010101010100;43f016051804ff0101022301010100;43f016051805ff0101010101010101;43f016051806ff0101010101010100;43f016051807ff0101010101010100;43f016051808ff0101010101010e00;43f016051809ff0d01010201010101;43f01605180aff0101010122010100;43f01605180bff0101010101010100;43f01605180cff0101010101011a00;43f01605180dff0101010101040101;43f01605180eff0801010101010100;43f01605180fff0105010101040100;43f016051810ff011a010101010100;43f016051811ff3001010101010101;43f016051812ff0101150101280100;43f016051813ff0101020501020100;43f016051814ff0101010101010100;43f016051815ff0101010101010114;43f016051816ff1401010101010100;43f016051817ff01010101011d0100;43f016051818ff0101010101010100;43f016051819ff0101010132010101;43f01605181aff29011d1708010100;43f01605181bff010101017cb50400;
219,5,2016-05-18T15:02:31.000Z,2016-05-18T23:10:25.000Z,487,43f01605185cffc87e010101010100;43f01605185dff0101010101010101;43f01605185eff0101010101010100;43f01605185fff0107010101011c00;43f016051900ff0101010101030100;43f016051901ff0101010101010100;43f016051902ff0f01010401010100;43f016051903ff0101010101012400;43f016051904ff010101020c010100;43f016051905ff01011d011201010a;43f016051906ff0105010101020100;43f016051907ff01010101010f1800;43f016051908ff09010101080e3d00;43f016051909ff0101010110011601;43f01605190aff0501012001460100;43f01605190bff0101010101010100;43f01605190cff0101010115011100;43f01605190dff0101010119250105;43f01605190eff0a01010f01011a00;43f01605190fff0c01010340010100;43f016051910ff0106010114010100;43f016051911ff010c010101010101;43f016051912ff0101010101140100;43f016051913ff011b010d01110100;43f016051914ff010109011d010100;43f016051915ff0101110127030101;43f016051916ff01010a0111010100;43f016051917ff010101010b013600;43f016051918ff0101010101010100;43f016051919ff010101060b101901;43f01605191aff2f012d01012c0700;43f01605191bff0101010101010100;
219,6,2016-05-20T20:16:50.000Z,2016-05-21T02:24:29.000Z,367,43f016052111ff010b010102010100;43f016052112ff01a8010101010100;43f016052113ff0101010101010100;43f016052114ff0101010101010100;43f016052115ff0101010101010101;43f016052116ff0101010101010100;43f016052117ff0101010101010100;43f016052118ff0101010101010100;43f016052119ff0101010101010101;43f01605211aff2d01011201010200;43f01605211bff0101010101010200;43f01605211cff0101010101010100;43f01605211dff0f01010101010101;43f01605211eff2201010101010100;43f01605211fff0101014501010100;43f016052120ff010101010a010100;43f016052121ff0101010e426f1201;43f016052122ff0101010101010100;43f016052123ff0101010101010100;43f016052124ff0101010101010100;43f016052125ff0101010c01010101;43f016052126ff0101011201010100;43f016052127ff0e60142f8a2f3d00;43f016052128ff39171841cac40100;
239,1,2016-05-20T17:24:59.000Z,2016-05-21T01:21:39.000Z,476,43f016052105ff00000000008a2800;43f016052106ff1201010401010100;43f016052107ff0101010101010100;43f016052108ff0101010101010100;43f016052109ff010101010101015a;43f01605210aff6613161901015f00;43f01605210bff1101010101010100;43f01605210cff0101010101010100;43f01605210dff013b010101010123;43f01605210eff0101010108930100;43f01605210fff0101430101010100;43f016052110ff293c010101011b00;43f016052111ff0101010101330701;43f016052112ff0103010101142b00;43f016052113ff0101110101010100;43f016052114ff010101011b010100;43f016052115ff01010101013b2a14;43f016052116ff0101012501010100;43f016052117ff0101011a68010100;43f016052118ff1c01012a01010700;43f016052119ff012301291f560109;43f01605211aff0101010101010100;43f01605211bff0101010101010100;43f01605211cff0b201c0101010100;43f01605211dff01134404015d3001;43f01605211eff01010a01010f0b00;43f01605211fff0102010101010f00;43f016052120ff050d010408010100;43f016052121ff0101010101010101;43f016052122ff0d0f1d01341d0100;43f016052123ff0101010101010100;43f016052124ff0f08013217718c00;
239,2,2016-05-21T05:47:39.000Z,2016-05-21T07:11:12.000Z,83,43f016052137ff00a8b52208075d00;43f016052138ff010109010101014b;43f016052139ff0601010101010101;43f01605213aff0101010101010100;43f01605213bff010101082f080100;
239,3,2016-05-21T16:47:48.000Z,2016-05-22T00:51:08.000Z,483,43f016052203ff00287ac78e014500;43f016052204ff0101010101010100;43f016052205ff0101010101010100;43f016052206ff0101013816170100;43f016052207ff0f08010101010100;43f016052208ff0101010f1e010a00;43f016052209ff06191504235c9c01;43f01605220affb901010101010100;43f01605220bff0101010101010100;43f01605220cff0101011501011800;43f01605220dff01010410010101a4;43f01605220eff010101011a0a1000;43f01605220fff0a17010101010100;43f016052210ff1d2925140a010100;43f016052211ff0126010101010101;43f016052212ff0101010101010100;43f016052213ff0101010101010100;43f016052214ff010101151b010c00;43f016052215ff0101091204010c01;43f016052216ff0101010806010b00;43f016052217ff0501010128090a00;43f016052218ff0613010103010100;43f016052219ff0101010101010101;43f01605221aff0c01010101010100;43f01605221bff0121150101297f00;43f01605221cff0101012801330500;43f01605221dff011e25010101011f;43f01605221eff1201010130040100;43f01605221fff010f25010a010100;43f016052220ff19071201110d0100;43f016052221ff0101254003049a01;43f016052222ff500101113f071600;
239,4,2016-05-22T16:47:04.000Z,2016-05-23T01:43:16.000Z,536,43f016052303ff0001010101010100;43f016052304ff0101010101010100;43f016052305ff0101010101010100;43f016052306ff0101010101010100;43f016052307ff0101010101010100;43f016052308ff0101010101010100;43f016052309ff0101010101010101;43f01605230aff0101010101010100;43f01605230bff0101010101010100;43f01605230cff0101010101010100;43f01605230dff0101010101010101;43f01605230eff0101010101010100;43f01605230fff0101010101010100;43f016052310ff0101010101010100;43f016052311ff0101010101010101;43f016052312ff0101010101010100;43f016052313ff0101010101010100;43f016052314ff0101010101010100;43f016052315ff0101010101010101;43f016052316ff0101010101010100;43f016052317ff0101010101010100;43f016052318ff0101010101010100;43f016052319ff0101010101010101;43f01605231aff0101010101010100;43f01605231bff0101010101010100;43f01605231cff0101010101010100;43f01605231dff0101010101010101;43f01605231eff0101010101010100;43f01605231fff0101010101010100;43f016052320ff0101010101010100;43f016052321ff0101010101010101;43f016052322ff0101010101010100;43f016052323ff0101010101010100;43f016052324ff0101010101010100;43f016052325ff0101010101010101;
239,5,2016-05-26T15:42:04.000Z,2016-05-26T23:58:52.000Z,496,43f01605265eff00000000007d2600;43f01605265fff010178e9ea1e0200;43f016052700ff011d010101010100;43f016052701ff0101010101010100;43f016052702ff010101013a080600;43f016052703ff0101010101014500;43f016052704ff0201010306070100;43f016052705ff0101010101010101;43f016052706ff0101010101010100;43f016052707ff0429010101043600;43f016052708ff01010e0101010100;43f016052709ff010163063b010101;43f01605270aff0101010101173c00;43f01605270bff012415010d010100;43f01605270cff0101010101010100;43f01605270dff0101011414010101;43f01605270eff0f0b400101010100;43f01605270fff0101010155012000;43f016052710ff0901010101010300;43f016052711ff010101010101011d;43f016052712ff0101010101010100;43f016052713ff0101010101010100;43f016052714ff0101010117122600;43f016052715ff0121013701037305;43f016052716ffb6c1700101140100;43f016052717ff15010b0801010100;43f016052718ff0101012001040100;43f016052719ff01012c01010301db;43f01605271aff030b050a03010100;43f01605271bff010101011a87f400;43f01605271cff010182da01010200;43f01605271dff0107020806030401;43f01605271effd371ca4501011200;
239,6,2016-05-27T16:40:42.000Z,2016-05-28T17:45:39.000Z,1504,43f016052802ff000000000081e800;43f016052803ff2cf4525b01010100;43f016052804ff0701010101140100;43f016052805ff0101010101010100;43f016052806ff01010101361d3b00;43f016052807ff0101012a0a1c0100;43f016052808ff0101010101010800;43f016052809ff0101010101010101;43f01605280aff0101010101011700;43f01605280bff0701010101440100;43f01605280cff0101010124042700;43f01605280dff01010101012b2201;43f01605280eff0101010101010100;43f01605280fff0101010254010100;43f016052810ff2e5a010101010100;43f016052811ff010905261201130a;43f016052812ff01010201011f0700;43f016052813ff0716011501010800;43f016052814ff0101010101010100;43f016052815ff0101010101010101;43f016052816ff01010c01011f0800;43f016052817ff1f010135072a0100;43f016052818ff0901010b14450100;43f016052819ff01010101010b0101;
239,7,2016-05-28T17:46:11.000Z,2016-05-29T02:40:31.000Z,534,
239,8,2016-05-29T16:27:00.000Z,2016-05-30T00:39:18.000Z,492,43f016053001ff0000000000000100;43f016053002ff0301010101010100;43f016053003ff0101010101010100;43f016053004ff0101010101010100;43f016053005ff0101011e085d183c;43f016053006ff0101014201010100;43f016053007ff1513050801010100;43f016053008ff0101010101011300;43f016053009ff0101330e0b010101;43f01605300aff1e1a091401010100;43f01605300bff012d010101260100;43f01605300cff011d219501010100;43f01605300dff0101010101010101;43f01605300eff0101012401030700;43f01605300fff0c012f0119010100;43f016053010ff118c0b0101010100;43f016053011ff20011d0101a71901;43f016053012ff0d02040101020100;43f016053013ff0101471401100100;43f016053014ff150101012e011a00;43f016053015ff2601071401010101;43f016053016ff0101010101010100;43f016053017ff0101010101010100;43f016053018ff0101011a01330100;43f016053019ff0a0601013b013101;43f01605301aff5515880101010100;43f01605301bff0101010101010600;43f01605301cff0101010108011700;43f01605301dff5117010109010101;43f01605301eff0102010201010b00;43f01605301fff02040948614d0e00;43f016053020ff0101010101010100;43f016053021ff010101693c18210c;
239,9,2016-05-30T16:20:25.000Z,2016-05-31T01:04:21.000Z,523,43f016053101ff00000375ee010100;43f016053102ff0101010101150100;43f016053103ff0101010101010100;43f016053104ff0101010101010100;43f016053105ff0101350101010201;43f016053106ff0e0e010101010100;43f016053107ff0101010101012300;43f016053108ff0101010101010100;43f016053109ff0101010101010115;43f01605310aff012617411b010100;43f01605310bff011e010d13670100;43f01605310cff0101010101010100;43f01605310dff0115017702010101;43f01605310eff010101013e1f0800;43f01605310fff0d24010101010100;43f016053110ff0101010101010100;43f016053111ff012a0101014a2301;43f016053112ff01010101011d0100;43f016053113ff01010101011c2700;43f016053114ff0101010101010100;43f016053115ff0101010101010101;43f016053116ff0101010101341100;43f016053117ff0448010101160100;43f016053118ff084c010101011200;43f016053119ff01200118011b0101;43f01605311aff01010101010a6000;43f01605311bff550b010101050100;43f01605311cff01100801012a0100;43f01605311dff1e01010101010101;43f01605311eff04030131bc79c700;43f01605311fff050b010101013400;43f016053120ff0101010101042800;43f016053121ff0114010101010101;43f016053122ff0101010101010100;43f016053123ff3a01291f01010400;
239,10,2016-05-31T17:21:39.000Z,2016-06-01T00:22:01.000Z,420,43f016060105ff000000090c95a300;43f016060106ff0118050901010100;43f016060107ff1e0f010101010100;43f016060108ff0101010101010100;43f016060109ff0101010101011d01;43f01606010aff2c44090114030100;43f01606010bff2001010101010100;43f01606010cff0106012212010100;43f01606010dff0101010101080122;43f01606010eff01210b0101010100;43f01606010fff0101012a1b2f0100;43f016060110ff4301014201010100;43f016060111ff0101010101014a01;43f016060112ff0138201203013200;43f016060113ff1687010101010100;43f016060114ff0110010101010100;43f016060115ff0101010101010103;43f016060116ff45080101150d3300;43f016060117ff5001010101400100;43f016060118ff01282c15310d0100;43f016060119ff0140010c01010101;43f01606011aff0101010101011800;43f01606011bff1001010101010100;43f01606011cff0141037401010d00;43f01606011dff2c01010101010119;43f01606011eff0101010101010100;43f01606011fff01010101018a0100;43f016060120ff1d22010101017900;
239,11,2016-06-01T16:02:43.000Z,2016-06-02T00:57:19.000Z,534,43f016060200ff00b9e2490b010100;43f016060201ff2601170101010100;43f016060202ff0101010101010100;43f016060203ff0101010102010100;43f016060204ff0123012917010100;43f016060205ff010f011907023c01;43f016060206ff0101010101010100;43f016060207ff0101010101010100;43f016060208ff0101012901281a00;43f016060209ff12210104012d1d01;43f01606020aff0101010101011600;43f01606020bff390701032c010100;43f01606020cff0104010101010300;43f01606020dff0101010101010139;43f01606020eff0101010101010100;43f01606020fff0101010101010100;43f016060210ff0101050b010c0500;43f016060211ff0105030106012101;43f016060212ff0101010c0e023c00;43f016060213ff0101010101090100;43f016060214ff0128012a01010100;43f016060215ff010101041e070101;43f016060216ff0501010101623300;43f016060217ff1c020119ca0f0100;43f016060218ff0101019401010100;43f016060219ff1c2a010101010101;43f01606021aff0101010101010100;43f01606021bff2801010101010100;43f01606021cff012e0113014c2a00;43f01606021dff0103010101010101;43f01606021eff1c01010101012f00;43f01606021fff0c01010101011b00;43f016060220ff01010101010f0100;43f016060221ff011d150118010101;43f016060222ff0101010101011f00;
245,1,2016-05-14T21:32:12.000Z,2016-05-15T03:07:41.000Z,335,43f016051516ff0101010101010100;43f016051517ff0101010101010100;43f016051518ff0101010101010100;43f016051519ff0101010101010100;43f01605151aff0101010101010100;43f01605151bff0101010101010100;43f01605151cff0101010101010100;43f01605151dff0101010101010101;43f01605151eff0101010101010100;43f01605151fff0101010101010100;43f016051520ff0101010101010100;43f016051521ff0101010101010101;43f016051522ff0101010101010100;43f016051523ff0101010101010100;43f016051524ff0101010101010100;43f016051525ff0101010101010101;43f016051526ff0101010101010100;43f016051527ff0101010101010100;43f016051528ff0101010101010100;43f016051529ff0101010101010101;43f01605152aff0101010101010100;43f01605152bff0101010101010100;
245,2,2016-05-16T18:23:54.000Z,2016-05-16T23:02:23.000Z,278,43f016051709ff00000000400d0100;43f01605170aff01010101063d0100;43f01605170bff0101010101010100;43f01605170cff0101010101010100;43f01605170dff01010801200b0101;43f01605170eff0101010101010a00;43f01605170fff0101790101010100;43f016051710ff3601010101010100;43f016051711ff0101010101270101;43f016051712ff0101010101420100;43f016051713ff0101010101090100;43f016051714ff0101010101010100;43f016051715ff0101010101010109;43f016051716ff3c01010101010100;43f016051717ff0101010c01260100;43f016051718ff010101042f010100;43f016051719ff0132010130010901;43f01605171aff010601010154c900;43f01605171bff01011b0132020100;
245,3,2016-05-17T15:10:45.000Z,2016-05-17T23:27:41.000Z,496,43f01605175cff0000000006575600;43f01605175dff1f534c4212010102;43f01605175eff0101010101010100;43f01605175fff0101010101012000;43f016051800ff0101010101010100;43f016051801ff0101010101010100;43f016051802ff2220010601010100;43f016051803ff0112010101010100;43f016051804ff0c12830501010100;43f016051805ff0101010101010d01;43f016051806ff0a01030101012a00;43f016051807ff0101010101010100;43f016051808ff0101010101010100;43f016051809ff0101010133010128;43f01605180aff0101010501010100;43f01605180bff0101010101010100;43f01605180cff0501010101010100;43f01605180dff0101010101480907;43f01605180eff0101010101010100;43f01605180fff1201010101340100;43f016051810ff0101010101010100;43f016051811ff0101010115010101;43f016051812ff013f010101010100;43f016051813ff010101010f010100;43f016051814ff0101010111010100;43f016051815ff0101010154010101;43f016051816ff0167f8163f011000;43f016051817ff010101010d010100;43f016051818ff0101010101010100;43f016051819ff0101010101010101;43f01605181aff0101010101010100;43f01605181bff0101010101010100;43f01605181cff0501010101015600;
245,4,2016-05-18T14:59:19.000Z,2016-05-18T23:04:24.000Z,485,43f01605185bff0000000000000100;43f01605185cffc91e2a12132b1001;43f01605185dff057d0a2a016c0901;43f01605185eff0a01010101010100;43f01605185fff01ae0a0101010100;43f016051900ff017d77250d010100;43f016051901ff0501017b01010100;43f016051902ff0101010101010100;43f016051903ff0101010101140100;43f016051904ff0101010101010100;43f016051905ff0105012f01040501;43f016051906ff0101010f01070100;43f016051907ff0601010101010100;43f016051908ff01010b0101010600;43f016051909ff0101010101010101;43f01605190aff0f01010126010100;43f01605190bff0101010101010100;43f01605190cff0101010116290100;43f01605190dff0101010203010301;43f01605190eff0101010101860100;43f01605190fff0101010101010100;43f016051910ff0805ce0101620100;43f016051911ff0109010101010101;43f016051912ff0108010101010100;43f016051913ff5101010301010100;43f016051914ff0101010101010700;43f016051915ff0101010101010101;43f016051916ff0101280b02070100;43f016051917ff0101010e01010100;43f016051918ff010101011c011a00;43f016051919ff01011a0101010101;43f01605191aff0101050130040100;43f01605191bff0101014b0b014000;
245,5,2016-05-20T16:30:40.000Z,2016-05-21T00:00:44.000Z,450,43f016052102ff8d42904a7d622c00;43f016052103ff3a62e08708d97e00;43f016052104ffac6947634b2f3500;43f016052105ff11603c5c233d495f;43f016052106ff68a8d8303235bc00;43f016052107ff27899a849d735d00;43f016052108ff3b4a2d1f01010100;43f016052109ff01014b03010101b7;43f01605210aff0101010101010100;43f01605210bff0201010101014100;43f01605210cff0101010101060100;43f01605210dff0101070101010101;43f01605210eff01010101010a1e00;43f01605210fff0101010101010100;43f016052110ff010137011b010700;43f016052111ff082e2a2e01780101;43f016052112ff0101010101010100;43f016052113ff0101010101010100;43f016052114ff0101010101010100;43f016052115ff1101010101012901;43f016052116ff010a010101010100;43f016052117ff0101010101010100;43f016052118ff0114010101010100;43f016052119ff0101073a09010101;43f01605211aff0901010101011a00;43f01605211bff330c02010b010100;43f01605211cff7001010101010100;43f01605211dff0101010101010101;43f01605211eff010156090c010100;43f01605211fff530101010126cb00;
245,6,2016-05-21T16:51:01.000Z,2016-05-22T01:16:25.000Z,505,43f016052203ff00005e12010d0100;43f016052204ff0101010101010100;43f016052205ff0101020101010100;43f016052206ff0138010101010100;43f016052207ff1501011101012900;43f016052208ff0101210101010100;43f016052209ff0101010101010101;43f01605220aff0101010101010100;43f01605220bff2c07101201010900;43f01605220cff012a010101010100;43f01605220dff0117010101010101;43f01605220eff0101010104010100;43f01605220fff0113010101010100;43f016052210ff0101010101010100;43f016052211ff011501010101010a;43f016052212ff010601220b010100;43f016052213ff0101010101011000;43f016052214ff1a0101010c010c00;43f016052215ff0101010101010101;43f016052216ff010101214a0c0100;43f016052217ff0101010101011f00;43f016052218ff0101010101010100;43f016052219ff0101010108010101;43f01605221aff0101010112050600;43f01605221bff010f010130010100;43f01605221cff0101010101010100;43f01605221dff01050a010101014b;43f01605221eff0101010101010100;43f01605221fff0122010101010100;43f016052220ff0a06220104010100;43f016052221ff0101010101095701;43f016052222ff0101010101010100;43f016052223ff2e01010101010100;43f016052224ff0101390f3c210e00;
245,7,2016-05-23T15:28:13.000Z,2016-05-23T23:59:39.000Z,511,43f01605235dff000000000000a501;43f01605235eff5d010d0396582400;43f01605235fff1b0101011b010100;43f016052400ff0101010101010100;43f016052401ff0101010135010100;43f016052402ff010a0101014e0100;43f016052403ff0101010101010100;43f016052404ff010d01012b010100;43f016052405ff0101010101010101;43f016052406ff0101010101010100;43f016052407ff010101014d1e0600;43f016052408ff01010e0420010100;43f016052409ff0d010d0101010101;43f01605240aff0101010101010100;43f01605240bff0118010101010100;43f01605240cff0101010122010100;43f01605240dff0101010101070128;43f01605240eff0101010101010600;43f01605240fff0127010107010100;43f016052410ff01012c0101030e00;43f016052411ff0106010101010101;43f016052412ff0103013c01010a00;43f016052413ff0101010140010100;43f016052414ff0101010101010100;43f016052415ff0119160101010101;43f016052416ff01011c012b0b0100;43f016052417ff010101011a010100;43f016052418ff0101010701010100;43f016052419ff0101010101010101;43f01605241aff7e32094901010100;43f01605241bff0101014504010200;43f01605241cff0101302a0a403e00;43f01605241dff3a011df6bf0b1201;43f01605241eff3e13087201014b00;
245,8,2016-05-24T18:12:37.000Z,2016-05-24T23:34:14.000Z,321,43f016052508ff0000000000341b00;43f016052509ff0303010101010100;43f01605250aff0101010101010100;43f01605250bff0101010101013600;43f01605250cff0101010192470800;43f01605250dff0104010129010101;43f01605250eff0101010101010100;43f01605250fff0101010101010100;43f016052510ff0101010101010100;43f016052511ff0101010101010101;43f016052512ff0101010101010100;43f016052513ff0101010101010100;43f016052514ff054f010101010100;43f016052515ff01011a2901010101;43f016052516ff0101010101010100;43f016052517ff0101012801010100;43f016052518ff0101010101050100;43f016052519ff0101010101010101;43f01605251aff01011e015e720100;43f01605251bff6001010101012900;43f01605251cff0101010101011100;43f01605251dff2225012a18166e01;
245,9,2016-05-27T17:25:56.000Z,2016-05-28T00:44:26.000Z,438,43f016052805ff0000000000013300;43f016052806ff0702010101010100;43f016052807ff0101010101010100;43f016052808ff0101010101010100;43f016052809ff0435010101010198;43f01605280aff0101010101010100;43f01605280bff2e01010101010100;43f01605280cff1601010113010100;43f01605280dff0101010101010801;43f01605280eff3601010101010100;43f01605280fff0101010101010100;43f016052810ff0101010143370100;43f016052811ff0101010101010101;43f016052812ff010110010f010100;43f016052813ff0101010101010100;43f016052814ff4601016cc3010100;43f016052815ff0101010101010101;43f016052816ff0101010101010100;43f016052817ff0101010101010100;43f016052818ff0101010126010100;43f016052819ff0101010101010101;43f01605281aff0101012c01010100;43f01605281bff0901010101010100;43f01605281cff1601010501010100;43f01605281dff0101010101010101;43f01605281eff010101011c010100;43f01605281fff0101010101011700;43f016052820ff0101010101010100;43f016052821ff0101010101240101;
245,10,2016-05-28T17:17:24.000Z,2016-05-29T01:15:34.000Z,478,43f016052905ff00dda31701010100;43f016052906ff0101010101010100;43f016052907ff0101010101010100;43f016052908ff0101010101010100;43f016052909ff0135013f01010101;43f01605290aff0101010101010100;43f01605290bff010a010153010100;43f01605290cff0101012401010100;43f01605290dff0101010103010101;43f01605290eff01011d0107010100;43f01605290fff4401010101010100;43f016052910ff0132010101010100;43f016052911ff0101010101011301;43f016052912ff01011b0101010100;43f016052913ff01010d01012d0100;43f016052914ff0101010101010300;43f016052915ff08050e1e01010101;43f016052916ff0101010101011e00;43f016052917ff8501010701010100;43f016052918ff0301010101030100;43f016052919ff0138010101010101;43f01605291aff5301010101010100;43f01605291bff0101010101010100;43f01605291cff0101010101010100;43f01605291dff0101010101010101;43f01605291eff0101010101010100;43f01605291fff0101010101010100;43f016052920ff1801010171010100;43f016052921ff0101010101010101;43f016052922ff01014c01292b0100;43f016052923ff44012701016b4200;43f016052924ff681e54506f321b00;
245,11,2016-05-29T15:42:59.000Z,2016-05-29T21:48:14.000Z,365,43f01605295eff0000000000001300;43f01605295fff0a5336b0c72dca00;43f016053000ff17101c018e6a3900;43f016053001ff39c89f01011e0100;43f016053002ff0101010101010d00;43f016053003ff1406080101050100;43f016053004ff0101010101010100;43f016053005ff6a01010101010101;43f016053006ff0101010101010100;43f016053007ff0201010101010100;43f016053008ff0101010101010100;43f016053009ff0101010101010101;43f01605300aff0101010141010500;43f01605300bff01010101013d0100;43f01605300cff0501010101070100;43f01605300dff0101010101010101;43f01605300eff0101010101010100;43f01605300fff0101010101010100;43f016053010ffb901010101010100;43f016053011ff0101010101010105;43f016053012ff0101016601010100;43f016053013ff0101010101010100;43f016053014ff010101011a010100;43f016053015ff0132010101010101;43f016053016ff0101012501cb1300;
245,12,2016-05-30T15:11:50.000Z,2016-05-30T21:37:09.000Z,385,43f01605305cff0000000000756d00;43f01605305dff27090101503b3501;43f01605305effde90041501020101;43f01605305fff0101010101010100;43f016053100ff0101010101010100;43f016053101ff0101010101010100;43f016053102ff0101010101010500;43f016053103ff0101011401010100;43f016053104ff0101010120010100;43f016053105ff0101010101010129;43f016053106ff0101010113250100;43f016053107ff012a2a0101010100;43f016053108ff01013c0101010100;43f016053109ff0101010101010101;43f01605310aff0101010101010100;43f01605310bff0101010101010100;43f01605310cff01010c014a010100;43f01605310dff0101010101010101;43f01605310eff0101070101010100;43f01605310fff0101010101010100;43f016053110ff0101100101010100;43f016053111ff01010f0125010101;43f016053112ff0101010101080100;43f016053113ff0101370101010100;43f016053114ff0101010101010100;43f016053115ff0101010101010101;
245,13,2016-05-31T14:10:02.000Z,2016-05-31T23:02:45.000Z,532,43f016053158ff00000000331f1900;43f016053159ff018830160ca4245b;43f01605315aff2303521a06220900;43f01605315bff43040244451dd700;43f01605315cff52442d200906ac00;43f01605315dff654101010101013d;43f01605315eff0101010101010100;43f01605315fff0101010101010100;43f016060100ff3501010103010100;43f016060101ff0101010101011100;43f016060102ff6101011901010200;43f016060103ff0101010101010100;43f016060104ff010101013c010100;43f016060105ff1b01060129070101;43f016060106ff010e010101010100;43f016060107ff0c01010101010100;43f016060108ff2201010101010100;43f016060109ff0101010101010101;43f01606010aff0101010101010100;43f01606010bff0101010101010100;43f01606010cff2c01010101010100;43f01606010dff0101090101010101;43f01606010eff2701010101010100;43f01606010fff0101100101010100;43f016060110ff1201011f01010100;43f016060111ff0101010101150101;43f016060112ff0101010101012a00;43f016060113ff1c01010101010100;43f016060114ff0101010101010100;43f016060115ff010109011d010101;43f016060116ff0101010101010100;43f016060117ff0101010101011000;43f016060118ff3e07010101017f00;43f016060119ff9001010101011d01;43f01606011aff011d010101010100;43f01606011bff01011b1712010100;
248,1,2016-05-17T16:53:08.000Z,2016-05-17T22:57:44.000Z,364,43f016051803ff0000000002010900;43f016051804ff01010c0401010400;43f016051805ff0106010101010100;43f016051806ff0102010101010100;43f016051807ff010155061c012400;43f016051808ff032d571b01010100;43f016051809ff0101010301010101;43f01605180aff0101010101010100;43f01605180bff0101010101010100;43f01605180cff010163011a420100;43f01605180dffad44240101280101;43f01605180eff343b19064b140200;43f01605180fff0101010101010100;43f016051810ff2409010401061000;43f016051811ff0101160101010101;43f016051812ff0101010801010100;43f016051813ff0101010118010100;43f016051814ff03010d0101040300;43f016051815ff01010c0117830101;43f016051816ff5817010101010100;43f016051817ff0101012701010100;43f016051818ff0101010101010100;43f016051819ff0101010101010101;43f01605181aff1d11010101010100;
248,2,2016-05-18T16:38:26.000Z,2016-05-18T21:30:51.000Z,292,43f016051902ff000000010e120100;43f016051903ff2e1724130d010100;43f016051904ff010d020101010100;43f016051905ff020111a363010100;43f016051906ff0101010101020100;43f016051907ff0101010101010100;43f016051908ff01010101010a0100;43f016051909ff090b1206050e0101;43f01605190aff0901010e01041f00;43f01605190bff011101070b010100;43f01605190cff01010a0101010100;43f01605190dff0101010101010201;43f01605190eff0101011c01010100;43f01605190fff0701010101010100;43f016051910ff0101010101010100;43f016051911ff0101040503010102;43f016051912ff0107010101030100;43f016051913ff0101010108010300;43f016051914ff0101050101090100;43f016051915ff0101010101010101;
248,3,2016-05-19T14:42:08.000Z,2016-05-19T14:58:37.000Z,16,43f01605195aff0000000000100400;
